snp	chromosome	basepair	gene	phewas_code	phewas_string	cases	odds_ratio	p
rs2075726	22		CSF2RB	279.0	Disorders involving the immune mechanism	297	1.32	0.001039
rs2075726	22		CSF2RB	377.3	Optic neuritis/neuropathy	200	1.412	0.0014609999999999998
rs2075726	22		CSF2RB	377.0	Disorders of optic nerve and visual pathways	332	1.31	0.001527
rs2075726	22		CSF2RB	295.0	Schizophrenia and other psychotic disorders	595	0.8177	0.002177
rs2075726	22		CSF2RB	550.1	Inguinal hernia	983	1.1640000000000001	0.003467
rs2075726	22		CSF2RB	290.13	Senile dementia	495	0.8064	0.0034770000000000005
rs2075726	22		CSF2RB	286.1	Congenital coagulation defects	41	1.975	0.003672
rs2075726	22		CSF2RB	279.7	Other immunological findings	202	1.347	0.003706
rs2075726	22		CSF2RB	250.5	Glycosuria or Acetonuria	25	0.4016	0.003934
rs2075726	22		CSF2RB	851.0	Complications of transplants and reattached limbs	70	1.65	0.004076
rs2075726	22		CSF2RB	303.4	Somatoform disorder	188	1.3630000000000002	0.004722
rs2075726	22		CSF2RB	218.1	Uterine leiomyoma	407	1.23	0.00635
rs2075726	22		CSF2RB	427.5	Arrhythmia (cardiac) NOS	1290	0.8716	0.007154000000000001
rs2075726	22		CSF2RB	286.12	Congenital deficiency of other clotting factors (including factor VII)	28	2.1630000000000003	0.007198
rs2075726	22		CSF2RB	800.2	Fracture of unspecified part of femur	131	0.7105	0.007672
rs2075726	22		CSF2RB	290.1	Dementias	1170	0.8713	0.008217
rs2075726	22		CSF2RB	260.6	Anorexia	167	0.7413	0.008298999999999999
rs2075726	22		CSF2RB	285.9	Anemia NOS	2860	0.9176	0.008624
rs2075726	22		CSF2RB	622.1	Polyp of corpus uteri	148	1.364	0.01039
rs2075726	22		CSF2RB	218.0	Benign neoplasm of uterus	466	1.2	0.01069
rs2075726	22		CSF2RB	327.31	Central/nonobstroctive sleep apnea	61	1.611	0.011040000000000001
rs2075726	22		CSF2RB	949.0	Allergies, other	323	1.238	0.01169
rs2075726	22		CSF2RB	871.3	Open wound of foot except toe(s) alone	92	0.6844	0.012709999999999999
rs2075726	22		CSF2RB	790.8	Elevated C-reactive protein (CRP)	36	1.855	0.01296
rs2075726	22		CSF2RB	204.4	Multiple myeloma	75	0.6626	0.01376
rs2075726	22		CSF2RB	726.0	Peripheral enthesopathies and allied syndromes	4607	1.084	0.013930000000000001
rs2075726	22		CSF2RB	870.4	Open wound of nose and sinus	31	0.5158	0.014159999999999999
rs2075726	22		CSF2RB	622.0	Polyp of female genital organs	312	1.229	0.01465
rs2075726	22		CSF2RB	767.0	Cervicocranial/Cervicobrachial syndrome	321	0.8171	0.01494
rs2075726	22		CSF2RB	215.0	Other benign neoplasm of connective and other soft tissue	99	1.413	0.01709
rs2075726	22		CSF2RB	636.3	Hemorrhage in early pregnancy	28	1.976	0.0176
